NameDeposit	OtherNames	CountryCode	Country	StateProvince	LatitudeSeconds	LatitudeMinutes	LatitudeDegrees	LongitudeSeconds	LongitudeMinutes	LongitudeDegrees	LongitudeDecimal	LatitudeDecimal	Type	DiscoveryDate	StartupDate	Includes	Prospect?	Comments	Map Number	AgeMY	Tonnage	Copper grade	Molybdenum grade	Silver grade	Gold grade	References	Minerals	Deposit Age	Assoc Deposits less 5km	Assoc Deposits less 10km	RocksinDeposit	RocksOnMap	RocksOnMapInDeposit	EmplacementDepthkm	SulfideArea	SulfideBAxis	SulfideAAxis	AlterAAxis	AlterBAxix	AlterArea	OreArea	OreAAxis	OreBAxis
La Verde		MXCO	Mexico	Michiocan	40	4	19	-53	-1	-102	-102.0313889	19.07777778	17						194	32	110	0.7	0	2.5	0.088	"Barton, M.D., Staude, J.-M.G., Zurcher, L., and Megaw, P.K.M., 1995, Porphyry copper and other intrusion-related mineralization in Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 487–524.Coochey, D,V., and Eckman, P., 1978, Geology of the La Verde copper deposits, Michoacan, Mexico: Arizona Geological Society Digest, v. 11, p. 129–137.Damon, P.E., Shafiqullah, M., and Clark, K.F., 1983, Geochronology of the porphyry copper deposits and related mineralization of Mexico: Canadian Journal of Earth Sciences, v. 20 p. 1052–1071. Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35–68.Sillitoe, R.H., 1976, A reconnaissance of the Mexican porphyry copper belt: Transactions of the Institution of Mining and Metallurgy, Section B, p. B170–B189. Solano-Rico, B., 1995, Some geologic and exploration characteristics of porphyry copper deposits in the Sierra Madre del Sur province, Mexico,  in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 545–550."	"albite, anhydrite/gypsum, arsenopyrite, azurite/malachite, bornite, calcite, chalcocite/digenite, chalcopyrite, chlorite, chrysocolla, epidote, goethite, hematite/specularite, limonite, molybdenite, montmorillonite, sericite, pyrite, pyrrhotite, tennantite, tourmaline"	33–31			"aplite, breccia, quartz diorite porphyry, quartz monzonite porphyry, quartz feldspar porphyry, pegmatite "	"andesite, tuff "	"andesite flow, andesite pyroclastics, diorite, diorite porphyry, rhyolite"		2.6	1.3	2.5						
Mariquita 	La Mariquita	MXCO	Mexico	Sonora	20	3	31	-15	-25	-110	-110.4208333	31.05555556	17					30 Mt at 0.7% Cu.	177		100	0.45	0	0	0	"Leonard, K.R., 1989, Preliminary deposit–type map of northwester Mexico: U.S. Geological Survey Open-File Report no. 89–158, 350 p.Ruiz, J., 1986, Distribution of mineral deposits in Chihuahua and Sonora, Mexico: Arizona Geological Society Digest, v.16, p. 159–169.Sillitoe, R.H., 1976, A reconnaissance of the Mexican porphyry copper belt: Transactions of the Institution of Mining and Metallurgy, Section B, p. B170–B189. "	"alunite, biotite, chalcocite, chalcopyrite, chlorite, goethite, hematite/specularite, jarosite, kaolinite, malachite, magnetite, pyrite, sericite, tourmaline, turquoise"			17	"breccia, quartz monzonite"		"diorite, marble, monzogabbro, monzonite, schist"										
Milpillas		MXCO	Mexico	Sonora		7	31		-27	-110	-110.45	31.11666667	17				Yes	20 km NW of Cananea.	175	58	230	0.85				"Fitch, D.C., 1993, Mexico active metals exploration and mining properties report: Littleton, Colorado, Mining Business Digest, xx p.Mining Companies in Mexico, 2001, Internet Digest: http://www.imdex.com/c-m.htm"	"chalcopyrite, Cu-oxides, pyrite"	58			breccia	"granite, metamorphic rocks"	"amphibolite, gneiss, schist"										
Nacozari	"Los Pilares, Pilares"	MXCO	Mexico	Sonora	10	20	30		-38	-109	-109.6333333	30.33611111	17		1946				181	53	147	1.04	0	0	0	"Gilmour, Paul, 1982, Grades and tonnages of porphyry copper deposits, in Titley, S.R., ed., Advances in geology of the porphyry copper deposits, southwestern North America: Tucson, University of Arizona Press, p. 7–35.Leonard, K.R., 1989, Preliminary deposit–type map of northwester Mexico: U.S. Geological Survey Open-File Report no. 89–158, 350 p.Long, K.R., 1995, Production and reserves of Cordilleran (Alaska to Chile) porphyry copper deposits, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 35–68.Thoms, J.A., 1978, Textural variations and mineral zoning of the Pilares breccia pipe, Nacozari mining district, Sonora, Mexico, in Jenney, J.P., and Hauck, H.R., eds., Proceedings of the porphyry copper symposium:  Tucson, Arizona Geological Society Digest 11, p. 143."	"azurite/malachite, barite, chalcocite, chalcopyrite, chlorite, epidote, galena, goethite/limonite, hematite/specularite, jarosite, magnetite, muscovite/sericite, pyrite, scheelite, sphalerite, wolframite"	53		17	"breccia, diabase dikes"	"dacite tuff, granodiorite, quartz monzonite, rhyolite tuff"	"amphibolite, diorite porphyry, gneiss, schist"										
Piedras Verdes		MXCO	Mexico	Sonora	5	10	27	-10	-1	-109	-109.0194444	27.16805556	17	1898				Exposed.	187		288	0.37	0	0	0	"Barton, M.D., Staude, J.-M.G., Zurcher, L., and Megaw, P.K.M., 1995, Porphyry copper and other intrusion-related mineralization in Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 487–524.Dreier, J.E., and Braun, E.R., 1995, Piedras Verdes, Sonora, Mexico: A structurally controlled porphyry copper deposit, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera:  Tucson, Arizona Geological Society Digest 20, p. 535–543.http://www.azco.com/reports/10k95/property.htmSillitoe, R.H., 1976, A reconnaissance of the Mexican porphyry copper belt: Transactions of the Institution of Mining and Metallurgy, Section B, p. B170–B189. "	"actinolite, azurite/malachite, biotite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, cuprite, epidote, goethite/limonite, hematite/specularite, jarosite, molybdenite, muscovite/sericite, neotocite, pyrite, tourmaline"				granodiorite porphyry	rhyolite	mafic volcanic tuff					8	3	19	1.1	3	0.45
San Isidro	Cerro Pelon	MXCO	Mexico	Michoacan	37	56	18	-42	-58	-101	-101.9783333	18.94361111	17				Yes		195	33	12.5	0.4	0	0	0	"Barton, M.D., Staude, J.-M.G., Zurcher, L., and Megaw, P.K.M., 1995, Porphyry copper and other intrusion-related mineralization in Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 487–524.Damon, P.E., Shafiqullah, M., and Clark, K.F., 1983, Geochronology of the porphyry copper deposits and related mineralization of Mexico: Canadian Journal of Earth Sciences, v. 20, p. 1052–1071. Sillitoe, R.H., 1976, A reconnaissance of the Mexican porphyry copper belt: Transactions of the Institution of Mining and Metallurgy, Section B, p. B170–B189. Solano-Rico, B., 1995, Some geologic and exploration characteristics of porphyry copper deposits in the Sierra Madre del Sur province, Mexico,  in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 545–550. "	"chalcocite, chalcopyrite, chlorite, epidote, galena, goethite/limonite, malachite, neotocite, pyrite, pyrrhotite, sericite, sphalerite, tourmaline"	33			"breccia, quartz monzonite porphyry, rhyodacite porphyry"		"andesite flow, andesite tuff, limestone, marble"										
Santo Tomas		MXCO	Mexico	Sinaloa		43	26		-14	-108	-108.2333333	26.71666667	17						189	57	274	0.498	0	0	0.05	"Barton, M.D., Staude, J.-M.G., Zurcher, L., and Megaw, P.K.M., 1995, Porphyry copper and other intrusion-related mineralization in Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 487–524.Damon, P.E., Shafiqullah, M., and Clark, K.F., 1983, Geochronology of the porphyry copper deposits and related mineralization of Mexico: Canadian Journal of Earth Sciences, v. 20 p. 1052–1071.  Fitch, D.C., 1993, Mexico active metals exploration and mining properties report: Littleton, Colorado, Mining Business Digest, xx p.Sillitoe, R.H., 1976, A reconnaissance of the Mexican porphyry copper belt: Transactions of the Institution of Mining and Metallurgy, Section B, p. B170–B189. "	"biotite, bornite, chalcocite, chalcopyrite, chlorite, chrysocolla, epidote, goethite, malachite, pyrite, tourmaline"	57		17	"breccia, quartz monzonite porphyry"	"andesite, rhyolite tuff"	"andesite, andesite agglomerate, dacite, mudstone, pyroclastics, sandstone, schist, tuffite"										
Suaqui Verde		MXCO	Mexico	Sonora	41	24	28	-11	-48	-109	-109.8030556	28.41138889	17				Yes		185	57	87.2	0.43	0	0	0	"Barton, M.D., Staude, J.-M.G., Zurcher, L., and Megaw, P.K.M., 1995, Porphyry copper and other intrusion-related mineralization in Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 487–524.Damon, P.E., Shafiqullah, M., and Clark, K.F., 1983, Geochronology of the porphyry copper deposits and related mineralization of Mexico: Canadian Journal of Earth Sciences, v. 20 p. 1052–1071. Leonard, K.R., 1989, Preliminary deposit–type map of northwester Mexico: U.S. Geological Survey Open-File Report 89–158, 350 p.Mining Companies in Mexico, 1996, AZCO Mining Inc., Suaqui Verde Cu property, Internet Press Release: http://www.imdex.com/c_a.htm"	"chalcocite, chalcopyrite, Cu-oxides, molybdenite, pyrite, sericite"	57			"breccia, quartz monzonite porphyry, tonalite porphyry"		"andesite, andesite agglomerate, andesite tuff, dacite, limestone, shale, spilite"					2	1.5	2.4			
Tameapa 		MXCO	Mexico	Sinaloa		40	25		-21	-107	-107.35	25.66666667	17					On Sinaloa-Durango border.	191	54	50	0.4	0	0	0	"Barton, M.D., Staude, J.-M.G., Zurcher, L., and Megaw, P.K.M., 1995, Porphyry copper and other intrusion-related mineralization in Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 487–524.Damon, P.E., Shafiqullah, M., and Clark, K.F., 1983, Geochronology of the porphyry copper deposits and related mineralization of Mexico: Canadian Journal of Earth Sciences, v. 20 p. 1052–1071. Sillitoe, R.H., 1976, A reconnaissance of the Mexican porphyry copper belt: Transactions of the Institution of Mining and Metallurgy, Section B, p. B170–B189. "	"biotite, chalcocite, chalcopyrite, chlorite, clay minerals, goethite, hematite, limonite, malachite, magnetite, molybdenite, pyrite, sericite, tourmaline"	54			"andesite dike, aplite, basalt dike, breccia, hornfels, quartz monzonite porphyry"	"basalt, conglomerate"	"aplite, diabase dikes, granite, granodiorite, metasedimentary rocks"										
Tepalcuatita		MXCO	Mexico	Michiocan		9	19		-1	-103	-103.0083333	19.15	20c				Yes		193		27	0.32	0	0	0.64	"Solano-Rico, B., 1995, Some geologic and exploration characteristics of porphyry copper deposits in the Sierra Madre del Sur province, Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 545–550.  "	"chalcopyrite, chlorite, epidote, gold, jarosite, pyrite, sericite"				"diabase dike, diorite dike, quartz diorite porphyry "		"andesite, granodiorite, tuff, tuffaceous sandstone, tuffaceous siltstone"										
Toliman		MXCO	Mexico	Chiapas	8	19	15	-50	-19	-92	-92.33055556	15.31888889	17				Yes	Less than 0.8% Cu reported.	198	5.8		0	0	0	0	"Barton, M.D., Staude, J.-M.G., Zurcher, L., and Megaw, P.K.M., 1995, Porphyry copper and other intrusion-related mineralization in Mexico, in Pierce, F.W., and Bolm, J.G., eds., Porphyry copper deposits of the American Cordillera: Tucson, Arizona Geological Society Digest 20, p. 487–524.Damon, P.E., Shafiqullah, M., and Clark, K.F., 1983, Geochronology of the porphyry copper deposits and related mineralization of Mexico: Canadian Journal of Earth Sciences, v. 20 p. 1052–1071. Sillitoe, R.H., 1976, A reconnaissance of the Mexican porphyry copper belt: Transactions of the Institution of Mining and Metallurgy, Section B, p. B170–B189. "	"anhydrite, biotite, chalcopyrite, chlorite, epidote, ilmenite, molybdenite, pyrite, sericite"	5.8			quartz monzonite porphyry		"andesite, andesite porphyry, conglomerate, dacite, quartz diorite, granodiorite, limestone, pyroclastics, quartz diorite porphyry, sandstone, tonalite"										
Avdartolgoi 		MNGL	Mongolia		15	40	49	40	50	114	114.8444444	49.67083333	17				Yes	"Rock chip samples contain up to: 1% Cu, 0.05% Mo, 140 g/t Ag, and 1 g/t Au. "	608	154						"Nokleberg, W.J., Bounaeva, T.V., Miller, R.J., Seminskiy, Z.V., and Diggles, M.F., eds., 2003, Significant metalliferous and selected non-metalliferous lode deposits, and selected placer districts for Northeast Asia: United States Geological Survey Open-File Report 03-220, Version 1.0, CD-ROM.  "	"adularia, albite, arsenic, bismuthinite, boulangerite, carbonate, chalcopyrite, galena, molybdenite, pyrite, scheelite, sericite, sphalerite, tetrahedrite/tennantite"	Middle to Late Jurassic			explosive breccia		"andesite, anhydrite, conglomerate, dolomite, fanglomerate, granite, limestone, quartzite, rhyodacite porphyry, rhyolite, sandstone, shale, siltstone, tuff"								0.27	0.75	0.45
Bayan-Uul		MNGL	Mongolia			41	46		53	104	104.8833333	46.68333333	17				Yes	"Abundant quartz-tourmaline-chalcopyrite veins and quartz-tourmaline breccias, according to Cox (Lamb and Cox, 1998). At area 0.6 x 2.3 km, %: 0.1 Cu, 0.002 Mo, 0.1 g/t Au. Exposed."	454	222		0	0	0	0	"Koval’, P.V., Ariunbileg, S., Lubatorov, Y.I., and Maksimyuk, I.Y, 1988,  The Bayanula molybdenum-copper porphyry prospect, Central Mongolia, and its relation to magmatism: International Geological Review, v. 30, p. 900–911. Koval’, P.V., Gotovsuren, A., Ariunbileg, S., and Lubatorov, Y.I., 1989,  On prospecting for porphyry copper mineralization in intracontinental mobile zones (Mongolo–Okhjotsk belt, Mongolian People‘s Republic): Journal of Geochemical Exploration, v. 32, p. 369–380.Lamb, M.A., and Cox, D.P., 1998, New 40Ar/39Ar age data and implications for porphyry copper deposits in Mongolia: Economic Geology, v. 93, p. 524-529.Nokleberg, W.J., Bounaeva, T.V., Miller, R.J., Seminskiy, Z.V., and Diggles, M.F., eds., 2003, Significant metalliferous and selected non-metalliferous lode deposits, and selected placer districts for Northeast Asia: United States Geological Survey Open-File Report 03-220, Version 1.0, CD-ROM. Sillitoe, R.H., Gerel, O., Dejidma, G., Gotovsuren, A., Sanjaadorj, D., Baasandorj, S., and Dashiin, B.-E., 1996, Mongolia’s gold potential: Mining Magazine, July, p. 12–15. "	"actinolite, albite, biotite, bornite, carbonate, chalcocite, chalcopyrite, chlorite, covellite, epidote, fahlore, galena, galenobismutite, hematite, kaolinite, magnetite, marcasite, molybdenite, montmorillonite, muscovite/sericite, pyrite, pyrophyllite, pyrrhotite, rutile, sphalerite, tourmaline "	222	22c		"andesite porphyry, breccia, granodiorite porphyry, quartz monzodiorite porphyry, quartz syenite porphyry"		"andesite flow, andesite pyroclastics, diorite, trachyandesite"					5	3	11.8			
Erdenet 	Erdenetiin - Ovoo	MNGL	Mongolia			0	49		8	104	104.1333333	49	17	1963				"Reported: 1.4 to 74 ppb Au, 0.001 to 2.9 ppm Ag, 10 to 33 ppb Pt, 7 to 27 ppb Pd. Re-Os age of molybdenite is 240.4±8 Ma, according to Watanabe and Stein (2000); Rb-Sr ages of I, II, and III phases of granodiorite porphyries are 253±18, 223±9 and 196±4 Ma, respectively, according to Berzina and others (1999). Exposed."	452	207	1200	0.458	0.016	0	0	"Berzina, A.I., Sotnikov, V.I., Economou-Eliopoulos, M., and Eliopoulos, D.G., 2001,  Precious metal contents of porphyry Cu-Mo deposits of Russia and Mongolia, in Piestrzynski, A., et al., eds., Mineral deposits at the beginning of the 21st century: A.A. Balkema Publishers, Lisse, p. 699–702. Berzina, A.N., Sotnikov, V.I., Ponomarchuk, V.A., Berzina, A.P., and Kiseleva, V.Y. 1999, Temporal periods of formation of Cu-Mo porphyry deposits, Siberia and Mongolia, in Stanley, C.J., et al., eds., Mineral deposits: processes to processing, v. 2: Proceedings of the Fifth Biennial SGA Meeting, Balkema, Rotterdam, p. 321–324.Gavrilova, S.P., and Maksimyuk, I.E., 1990,  Phases of formation of the Eredentuin-Obo copper-molybdenum porphyry deposit (Mongolia): Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 32, no. 6, p. 3–17 (in Russian). Jargalsaihan, D., Kazmer, M., Baras, Z., and Sanjaadorj, D., 1996, Guide to the geology and mineral resources of Mongolia: Ulaanbaatar, Geological Exploration, Consulting and Services (GCS) Co., Ltd., 221 p.Khacin, R.A., Marinov, N.A., Khurts, Ch., and Yakimov, L.I., 1977,  The Eredentuin-Obo copper-molybdenum deposit in northern Mongolia: Geology of Ore Deposits (Geologiya Rudnykh Mestorozhdeni), v. 19, no. 6, p. 3–15 (in Russian). Koval’, P.V., Gotovsuren, A., Ariunbileg, S., and Lubatorov, Y.I., 1989,  On prospecting for porphyry copper mineralization in intracontinental mobile zones (Mongolo–Okhotsk belt, Mongolian People‘s Republic): Journal of Geochemical Exploration, v. 32, p. 369–380.Krivtsov, A.I., Migachev, I.F., and Popov, V.S., 1986,  Porphyry copper deposits of the world: Moscow, Nedra, 236 p. (in Russian). Lamb, M.A., and Cox, D.P., 1998, New 40Ar/39Ar age data and implications for porphyry copper deposits in Mongolia: Economic Geology, v. 93, p. 524-529.Metal Mining Agency of Japan, 1997, Non-ferrous metal deposits of C.I.S. countries and Mongolia: Metal Mining Agency of Japan, 20 p.Pavlova, I.G., 1978,  Porphyry copper deposits: Leningrad, Nedra, 275 p. (in Russian).  Sillitoe, R.H., Gerel, O., Dejidma, G., Gotovsuren, A., Sanjaadorj, D., Baasandorj, S., and Dashiin, B.-E., 1996, Mongolia’s gold potential: Mining Magazine, July, p. 12–15.    Sotnikov, V.I., Berzina, A.N., Economou-Eliopoulos, M., and Eliopoulos, D., 2001, Palladium, platinum and gold distribution in porphyry Cu±Mo deposits of Russia and Mongolia: Ore Geology Reviews, v. 18, p. 95–111.   Sotnikov, V.I., Berzina, A.N., Zhamsran, M., Garamzhav, D., Bold, D., 1985, Copper deposits of Mongolia: Transactions of the Joint Soviet-Mongolian Scientific-Research Expedition, Novosibirsk, Nauka, v. 43, 223 p. Watanabe, Y., and Stein, H.J., 2000, Re-Os ages for the Erdenet and Tsagaan Suvarga porphyry Cu-Mo deposits, Mongolia, and tectonic implications: Economic Geology, v. 95, p. 1537–1542."	"azurite/malachite, biotite, bornite, brochantite, chalcocite, chalcopyrite, chlorite, chrysocolla, copper, covellite, cubanite, cuprite, delafossite, ferrimolybdite, fluorite, galena, goethite/limonite, gypsum, jarosite, kaolinite, magnetite, molybdenite, muscovite/sericite, powellite, pyrite, sphalerite, tennantite, tourmaline, turquoise, zeolite"	207	17		"breccia, andesite porphyry, andesitic dacite, aplite, dacite porphyry, diorite porphyry, felsite, felsite porphyry, granite porphyry, granodiorite porphyry, pegmatite, tonalite porphyry, trachyte porphyry"	gneiss 	andesitic volcanic rocks		5.3	1.5	4.5				1.8	2.8	0.8
